ANSWER,CLUE
CANER,"‘... İNEP’ (ŞAİR,YAZAR)"
CANFES,BİR TÜR İPEKLİ KUMAŞ
CANGAMA,LAF KALABALIĞI
CANSELELÇİN,RESİMDEKİ OYUNCU
CANİK,SAMSUN İLÇESİ
CANİK,TOKAT'TA BİR DAĞ
CANİP,TARAF
CANİP,"YAN, TARAF, CİHET"
CAR,DUYURU
CAR,KADINLARIN SOKAĞA ÇIKARKEN ÖRTÜNDÜKLERİ BÜYÜK VE DÖRT KÖŞE SINIR
CAR,"ÇAĞRI, DUYURU"
CARİ,GEÇERLİ OLAN
CASUS,AJAN
CAZ,AFRİKA KÖKENLİ BİR AMERİKAN MÜZİĞİ
CAZ,BİR MÜZİK TÜRÜ
CAZİBE,ÇEKİCİLİK
CAĞ,BEZ TORBA
CAĞ,BÜYÜK BEZ VEYA DERİ TORBA
CAĞ,ERZURUM KEBABI
CAİZ,"DİN, YASA, TÖRE VB. BAKIMDAN İŞLENMESİNDE, YAPILMASINDA SAKINCA OLMAYAN, YAPILIP İŞLENMESİNE İZİN VERİLEN"
CAİZ,DİNEN SAKINCASI OLMAYAN
CAİZ,"UYGUN, YERİNDE SAYILAN"
CAİZ,"YAPILMASINDA, İŞLENMESİNDE DİNEN BİR SAKINCA BULUNMAYAN"
CAİZE,ESKİ ŞAİRLERİN KASİDELERİNDE ÖVDÜKLERİ KİŞİLERDEN ALDIKLARI BAHŞİŞ
CAİZE,ESKİDEN ŞAİRLERİN KASİDELERLE ÖVDÜKLERİ BÜYÜKLER TARAFINDAN KENDİLERİNE VERİLEN BAHŞİŞ
CAİZE,ŞAİR BAHŞİŞİ
CB,KOLOMBİYUM SİMGESİ
CB,KOLOMBİYUM'UN SİMGESİ
CD,KADMİYUM SİMGESİ
CD,YABANCI DEVLET ELÇİLİKLERİNE AİT ARABALARIN PLAKALARINDA KULLANILAN KISALTMA. KOR DİPLOMATİK
CE,SERYUM (SİMGE)
CE,SERYUM ELEMENTİNİN SİMGESİ
CE,SERYUM SİMGESİ
CE,SERYUM İMİ
CEBE,HALKALAR GEÇİRİLEREK YAPILMIŞ VEYA ZİNCİRDEN ÖRÜLMÜŞ ZIRH
CEBE,ZIRH
CEBE,ZİNCİRDEN ÖRÜLMÜŞ ZIRH
CEBİRE,"SÜYEK, KOAPTÖR"
CEHT,ÇABALAMA
CELP,MAHKEME DAVETİYESİ
CELP,MAHKEMEYE ÇAĞRI BELGESİ; ASKERE ÇAĞRILMA
CELSE,OTURUM
CEM,'... DAVRAN’ (AKTÖR)
CEM,'....KARACA' (UNUTULMAZ SANATÇI)
CEM,... DAVRAN’ (AKTÖR)
CEM,"TOPLAMA, TOPLANMA"
CEM,‘... DAVRAN’ (AKTÖR)
CEMAAT,BİR DİNDEN VEYA BİR SOYDAN OLANLARIN TOPLULUĞU
CEMAAT,CAMİDEKİ TOPLULUK
CEMAAT,İNSAN KALABALIĞI
CEMAL,..... ŞAN (YÖNETMEN)
CEMAL,YÜZ GÜZELLİĞİ
CEMAN,TOPLAM OLARAK
CEMYILMAZ,RESİMDEKİ KOMEDYEN
CEMYILMAZ,RESİMDEKİ OYUNCU
CEMYILMAZ,"RESİMDEKİ ŞOVMEN, OYYUNCU"
CEMİLE,GÖNÜL ALICI DAVRANIŞ
CEMİLE,"GÖNÜL ALICI DAVRANIŞ, KOMPLİMAN"
CEMİYET,DERNEK
CENAH,"YAN, TARAF"
CENAZE,KEFENLENİP TABUTA KONMUŞ
CENAZE,"KEFENLENİP TABUTA KONMUŞ, GÖMÜLMEYE HAZIRLANMIŞ İNSAN ÖLÜSÜ"
CENAZE,NAAŞ
CENAZE,ÖLEN KİŞİNİN TABUTA KONMASI
CENGİZBOZKURT,RESİMDEKİ OYUNCU
CENK,SAVAŞ
CENK,‘... EREN’ (ŞARKICI)
CENUP,GÜNEY
CEP,'.... TELEFONU'
CEP,GİYSİDEKİ PARÇA
CEP,"TRAFİĞİ KOLAYLAŞTIRMAK, ARAÇLARIN DURABİLMESİNE OLANAK SAĞLAMAK İÇİN YOL KENARINDA BULUNAN TAŞIT YANAŞMA YERİ"
CEPKEN,YAKASIZ ÜST GİYSİSİ
CER,SÜRÜKLEYEREK GÖTÜRME
CER,"ÇEKME, SÜRÜKLEYEREK GÖTÜRME"
CEREK,"ASMA, FASULYE VB. SARILGAN BİTKİLERİN TANINMASI İÇİN YANLARINA DİKİLEN SIRIK"
CEREK,SIRIK
CERENMORAY,RESİMDEKİ OYUNCU
CERRAH,AMELİYAT YAPAN UZMAN HEKİM
CERRAH,OPERATÖR
CERİDE,ESKİ DİLDE GAZETE
CERİHA,YARA
CESET,NAAŞ
CET,ATA
CET,"ATA, DEDE"
CET,"DEDE, ATA"
CEVHER,DEĞERLİ TAŞ
CEVHER,"ÖZ, MAYA"
CEYLANPINAR,ŞANLIURFA'NIN BİR İLÇESİ
CEZA,SUÇA UYGULANAN YAPTIRIM
CEZA,"UYGUNSUZ DAVRANIŞLARDA BULUNANLARA UYGULANAN ÜZÜNTÜ, SIKINTI, ACI VERİCİ İŞLEM YA DA YAPTIRIM"
CEZA,YAPTIRIM
CEZBE,COŞUP KENDİNDEN GEÇME
CEZMİBASKIN,RESİMDEKİ OYUNCU
CEZİR,"ALÇALMA, MET KARŞITI"
CEZİR,"COĞRAFYADA, ALÇALMA"
CEZİR,DENİZİN ÇEKİLMESİ
CEZİRE,DENİZDE ADA
CF,KALİFORNİYUM'UN SİMGESİ
CH,İSVİÇRE'NİN PLAKASI
CH,İSVİÇRENİN PLAKASI
CH,İSVİÇRE’NİN PLAKASI
CHARTER,DOLMUŞ UÇAK
CHAT,BİLGİSAYARDA SÖYLEŞİ
CHAT,İNTERNET SOHBETİ
CILK,BOZUK YUMURTA
CILK,BOZULARAK KOKUŞMUŞ
CIVA,GÜMÜŞ RENGİNDE BİR ELEMENT
CIVATA,SOMUNLU VİDA
CL,KLOR (SİMGE)
CL,KLOR'UN SİMGESİ
CL,KLORUN SİMGESİ
CL,KLOR’UN SİMGESİ
CM,SANTİMETRE
CM,SANTİMETRE (KISACA)
CM,SANTİMETRE (KISALTMA)
CO,KOBALT (SİMGESİ)
CO,KOBALT SİMGESİ
CO,KOBALT'IN SİMGESİ
CO,KOBALTIN SİMGESİ
CO,KOBALT’IN SİMGESİ
CORK,ŞİŞE MANTARI
COŞKU,HEYECAN VE SEVİNÇ DOLU YOĞUN DUYGU DURUMU
COŞKU,HEYECANLI DUYGU
CR,KROM SİMGESİ
CR,KROM'UN SİMGESİ
CS,SEZYUM İMİ
CS,SEZYUM'UN SİMGESİ
CS,SEZYUMUN SİMGESİ
CS,SEZYUMUN SİMGESİ
CS,SEZYUM’UN SİMGESİ
CU,BAKIR (SİMGESİ)
CU,BAKIR SİMGESİ
CUD,ORTA OYUNU VE KARAGÖZ’DE YAHUDİ TİPLEMESİNE VERİLEN AD
CURA,ÜÇ TELLİ HALK SAZI
CURA,İKİ VEYA ÜÇ TELLİ BİR SAZ TÜRÜ
CZ,ÇEK CUMHURİYETİ PLAKASI
CZ,ÇEKYA'NIN PLAKA İŞARETİ
CÖMERT,ELİ AÇIK
CÜDA,BABA OCAĞINDAN UZAK
CÜDA,"YURT, BABA OCAĞI GİBİ SEVİLEN ŞEYLERDEN AYRILMIŞ OLAN, UZAK KALMIŞ OLAN"
CÜHELA,CAHİLLER
CÜHELA,"CAHİLLER, BİLGİSİZLER"
CÜMBÜŞ,TAMBURA BENZERİ SAZ
CÜSSE,İNSAN GÖVDESİ
CÜZ,KURANIN OTUZ KISMINDAN HER BİRİ
CÜZ,KURAN’IN BÖLÜNMÜŞ OLDUĞU OTUZ KISIMDAN HER BİRİ
CÜZ,KURAN’IN OTUZ KISMINDAN HER BİRİ
CÜZİ,AZ MİKTARDA
Cİ,FİLDİŞİ SAHİLİ PLAKASI
CİBRİL,VAHİY MELEĞİ
CİBRİL,İLÂHÎ EMİRLERİ MELEKLERE VE PEYGAMBERLERE ULAŞTIRAN VAHİY MELEĞİ
CİBİN,HALK DİLİNDE SİNEK
CİBİN,SİNEK
CİDAR,DUVAR
CİDAR,"ZAR, ÇEPER"
CİDAR,İÇ DUVAR
CİDE,KASTAMONU İLÇESİ
CİHAN,DÜNYA
CİHAN,EVREN
CİKLET,SAKIZ
CİLA,BİR ŞEYİ PARLATMAK İÇİN KULLANILAN
CİLA,PARLAKLIK
CİLA,PARLATICI MADDE
CİLALAMAK,(ARGODA) ÖVMEK
CİLT,"DERİ, TEN"
CİLT,TEN
CİN,BİR TÜR ALKOLLÜ İÇKİ
CİN,ECİNNİ
CİN,KURANDA 72. SURE
CİN,KURAN’DA 72. SURE
CİN,"MECAZEN AKILLI, UYANIK"
CİN,"MECAZEN AKILLI, ZEKİ, UYANIK KİMSE"
CİN,"MECAZEN AKILLI,ZEKİ"
CİN,ZEKİ UYANIK
CİNAYET,ADAM ÖLDÜRME
CİNAYET,"CANA KIYMA, İNSAN ÖLDÜRME"
CİNNET,DELİLİK
CİNS,"TÜR, ÇEŞİT"
CİNS,"ÇEŞİT, TÜR"
CİP,KÜÇÜK ARAZİ TAŞITI
CİPS,İNCE KIZARTILMIŞ PATATES
CİR,"KAYISI, ERİK KURUSU"
CİR,"KAYISI, ERİK, ZERDALİ KURUSU"
CİR,"KAYISI,ERİK, ZERDALİ KURUSU"
CİRANTA,SENEDİ CİRO EDEN KİMSE
CİSİM,BİÇİMLİ KATI MADDE
CİY,ŞEBNEM
CİY,"ŞEBNEM, JALE"
DA,DAHİ ANLAMINDA SÖZ
DA,"ESKİ DİLDE HASTALIK, DERT"
DA,HASTALIK (ESKİ DİL)
DA,RUSÇADA 'EVET'
DA,RUSÇADA ‘EVET’
DA,RUSÇADA EVET
DA,RUSÇA’DA EVET
DADAY,KASTAMONU İLÇESİ
DADAŞ,ERKEK KARDEŞ
DAHA,HENÜZ
DAHA,VAR OLANA EK OLARAK
DAHA,"VAR OLANA, ELDE BULUNANA EK OLARAK"
DAHİ,"DEHA SAHİBİ, ÖKE"
DAHİ,"DEHA SAHİBİ,ÖKE"
DAHİ,OLAĞANÜSTÜ YETENEKLİ
DAHİLİ,İÇLE İLGİLİ
DAK,ANADOLU’NUN ÇEŞİTLİ YÖRELERİNDE GENELLİKLE KADINLARIN VÜCUTLARININ ÇEŞİTLİ YERLERİNE YAPTIRDIKLARI DÖVME
DAKAR,SENEGAL BAŞKENTİ
DAKAR,SENEGALİN BAŞKENTİ
DAKAR,SENEGAL’İN BAŞKENTİ
DAKKA,BANGLADEŞ'İN BAŞKENTİ
DAKKA,BANGLADEŞİN BAŞKENTİ
DAKKA,BANGLADEŞ’İN BAŞKENTİ
DAKİK,DÜZENLİ İŞLEYEN
DAL,AĞACIN KOLU
DAL,AĞAÇ KOLU
DALAK,BAL PETEĞİ
DALAN,BİR YAPIDA DIŞ KAPIYLA ODALAR ARASINDAKİ GİRİŞ BÖLÜMÜ
DALAN,LOBİ
DALAVERE,GİZLİ OYUN
DALAVERE,"YALAN DOLANLA GİZLİCE GÖTÜRÜLEN KÖTÜ İŞ, GİZLİ OYUN"
DALGIN,DİKKATİNİ BELİRLİ BİR KONU ÜSTÜNDE TOPLAYAMAYAN
DALYAN,BÜYÜK BALIK AVLAMA YERİ
DAM,AHIR
DAM,DANSTA KAVALYENİN EŞİ
DAM,"KÜÇÜK EV, KÖY EVİ"
DAM,İSKAMBİLDE ‘KIZ’
DAMA,16 TAŞLA OYNANAN İKİ KİŞİLİK OYUN
DAMA,BİR MANTIK OYUNU
DAMA,BİR ZEKA OYUNU
DAMA,BİR ZEKÂ OYUNU
DAMA,ON ALTI TAŞLA OYNANAN BİR ZEKA OYUNU
DAMACANA,BÜYÜK SU ŞİŞESİ
DAMACANA,SIVI TAŞINAN BÜYÜK ŞİŞE
DAMAK,AĞIZ BOŞLUĞUNUN TAVANI
DAMAK,AĞZIN TAVANI
DAMAL,ARDAHAN İLÇESİ
DAMAL,ARDAHAN'IN BİR İLÇESİ
DAMAR,"(MECAZEN) HUY, MİZAÇ"
DAMAT,GÜVEY
DAMAT,GÜVEYİ
DAMLA,KALBE İNEN İNME
DAMLA,"YUVARLAK BİÇİMDE, ÇOK KÜÇÜK MİKTARDA SIVI"
DAMLA,"YUVARLAK BİÇİMDE, ÇOK KÜÇÜK MİKTARDA SIVI."
DAMLA,ÇOK KÜÇÜK MİKTARDA SIVI
DAMLASÖNMEZ,RESİMDEKİ OYUNCU
DAN,"HAYRET, TEACCÜP"
DAN,JUDODA EN ÜST DERECE
DAN,‘... BROWN’ (YAZAR)
DANA,ERKEK SIĞIR YAVRUSU
DANA,GENÇ BÜYÜKBAŞ HAYVAN
DANE,KUŞ YEMİ
DANS,RAKS
DANTEL,"ELBİSE, ÇAMAŞIR VE ÖRTÜ GİBİ ŞEYLERE SÜS OLARAK DİKİLEN SEYREK ÖRGÜ, TENTENE"
DANTEL,HER TÜRLÜ İPLİKLE ÖRÜLEN YA DA BİR KUMAŞIN KENARINA İŞLENEN TÜRLÜ BİÇİMDE İNCE VE AĞ GÖRÜNÜMÜNDE ÖRGÜ
DANTEL,SÜS ÖRGÜSÜ
DANİSKA,"ALA, İYİ, PEKİYİ"
DANİSKA,EN İYİ
DANİŞ,"BİLGİ, İLİM, İRFAN"
DAR,ENSİZ
DAR,ESKİ DİLDE DUVAR
DAR,GENİŞ OLMAYAN
DARA,BİR NESNENİN KABININ AĞIRLIĞI
DARA,KABIYLA BİRLİKTE TARTILAN BİR NESNENİN KABININ AĞIRLIĞI
DARA,KAP AĞIRLIĞI
DARA,NESNENİN KAP AĞIRLIĞI
DARABA,TAHTA PERDE
DARAÇ,DAR
DARBE,SERT VURUŞ
DARBE,"VURUŞ, ÇARPIŞ"
DARENDE,MALATYA İLÇESİ
DARENDE,MALATYA'NIN BİR İLÇESİ
DARI,BUĞDAYGİLLERDEN BİR BİTKİ
DARI,BİR TÜR TAHIL
DARICA,KOCAELİ İLÇESİ
DARP,VURMA
DARPHANE,PARA BASILAN YER
DART,KÜÇÜK OKLA HEDEF VURMA
DASİTAN,DESTAN
DATA,BİLGİSAYARDA VERİ
DATA,VERİ
DATÇA,MUĞLA İLÇESİ
DATÇA,MUĞLA'NIN BİR İLÇESİ
DATİF,"DİLBİLGİSİNDE, YÖNELME DURUMU"
DAU,TANRI'YA YAKARMA
DAVA,(ARGODA) SEVGİLİ
DAVA,(MECAZEN) ÜLKÜ
DAVA,DURUŞMA
DAVA,SAV (HUKUK)
DAVA,ÜLKÜ
DAVAR,KOYUN YA DA KEÇİ SÜRÜSÜ
DAVAR,KOYUN YADA KEÇİ SÜRÜSÜ
DAVAR,KÜÇÜBAŞ HAYVANLAR
DAVUDİ,"KALIN, TOK VE GÜR ERKEK SESİ"
DAYAK,"PATAK, KÖTEK"
DAYI,ANNENİN ERKEK KARDEŞİ
DAÇA,BÜYÜK RUS KENTLERİNİN YAKININDAKİ TATİL EVLERİNE VERİLEN AD
DAĞ,KIZGIN DEMİR DAMGASI
DAĞ,KIZGIN DEMİRLE VURULAN DAMGA
DAİ,"DAVET EDEN, ÇAĞIRAN"
DAİ,"DUA EDEN, DUACI"
DAİM,"SÜREKLİ, SONSUZ"
DAİM,"SÜREKLİ, SONSUZ OLAN"
DAİMA,HER ZAMAN
DAİMA,"HER ZAMAN, SÜREKLİ"
DAİR,İLİŞKİN
DAİR,"İLİŞKİN, AİT"
DAİRE,GEOMETRİK BİR ŞEKİL
DAİRE,RESMİ HÜKÜMET MAKAMI
DAİRE,ÇEMBERİN İÇİNDEKİ DÜZLEM
DB,DESİBEL
DB,DESİBEL KISALTMASI
DE,BİR BAĞLAÇ
DEALER,BORSADA SATIM İŞİ YAPAN
DEB,"ESKİDEN ADET, TÖREN"
DEBİ,"BİR AKARSUYUN HERHANGİ BİR KESİMİNDEN SANİYEDE GEÇEN SUYUN HACMİ, AKIM"
DEBİ,SUYUN AKIŞ GÜCÜ
DEBİL,BEDENSEL VE ZİHİNSEL BAKIMDAN GÜÇSÜZ
DECCAL,DİNSEL İNANIŞLARA GÖRE KIYAMETE YAKIN BİR ZAMANDA ÇIKACAĞINA İNANILAN YALANCI
DECCAL,"YALANCI, FESAT"
DEDE,BÜYÜK BABA
DEDE,BÜYÜKBABA
DEDE,TORUNU OLAN ERKEK
DEF,KOVMA
DEF,SAVMA
DEFA,KEZ
DEFA,"KEZ, KERE,"
DEFA,"KEZ, KERE, SEFER"
DEFANS,SPORDA SAVUNMA
DEFO,"KUSUR, ÖZÜR, BOZUKLUK"
DEFORME,BİÇİMİ BOZULMUŞ
DEFORME,KALIBI BOZULMUŞ
DEK,"DÜZEN, HİLE"
DEK,"HİLE, DÜZEN"
DEK,"KADAR, DEĞİN"
DEK,"TOKUŞMA, ÇATIŞMA"
DEKADAN,AŞIRI SEMBOLİST SANATÇILARA VERİLEN İSİM.(19. ASIR SONLARINDA GÖRÜLDÜ)
DEKADAN,SANATTA GERİLEME
DEKADAN,SANATTA YOZLAŞMA
DEKAN,FAKÜLTE BAŞKANI
DEKAN,FAKÜLTE YÖNETİCİSİ
DEKLARASYON,BİR KONUNUN KAMUOYUNA DUYURULMASI İÇİN YAPILAN AÇIKLAMA
DEKOLTE,AÇIK GİYİM
DEKOR,SÜSLEME DÜZENİ
DEKOR,TİYATRO VEYA SİNEMADA SAHNE DÜZENLEMESİ; SÜSLEME
DELEGE,"ELÇİ, MURAHHAS"
DELEGE,"MURAHHAS, ELÇİ"
DELTA,ÇATALAĞIZ
DELTA,ÜÇGEN BİÇİMLİ OVA
DELİ,MECNUN
DELİCE,KIRIKKALE İLÇESİ
DELİL,KANIT
DEM,"ESKİ DİLDE SOLUK, NEFES"
DEM,"ZAMAN, ÇAĞ"
DEM,ÇAYIN DEMİ
DEMETAKALIN,RESİMDEKİ ŞARKICI
DEMETAKBAĞ,RESİMDEKİ OYUNCU
DEMETÖZDEMİR,RESİMDEKİ OYUNCU
DEMO,"BİR ŞARKININ, BİR FİLMİN DENEME KAYDI YADA ÇEKİMİ"
DEMO,TANITIM GÖSTERGESİ
DEMO,TANITIM GÖSTERİSİ
DEMO,"TANITIM ÜRÜNÜ, TANITIM SUNUMU"
DEMODE,MODASI GEÇMİŞ
DEMODE,MODASI GEÇMİŞ OLAN
DEMİR,BİR ELEMENT
DEMİR,‘... DEMİRKAN’ (ŞARKICI)
DEN,"YARMA, DÖVME"
DEN,"YARMA, DÖVME (BUĞDAY)"
DENEK,ÜZERİNDE DENEY YAPILAN CANLI
DENEME,BİR DÜZYAZI TÜRÜ
DENEME,BİR YAZI TÜRÜ
DENEME,SINAMA
DENEME,"TECRÜBE, SINAMA"
DENETİM,KONTROL
DENK,AĞIRLIK BAKIMINDAN EŞİT
DENK,AĞIRLIK BAKIMINDAN EŞİT OLAN
DENK,AĞIRLIK BAKIMINDAN EŞİT OLAN.
DENK,EŞİT OLAN
DENSİZ,SAYGISIZCA DAVRANAN
DENİZ,‘... ÇAKIR’ (AKTRİS)
DENİZCANAKTAŞ,RESİMDEKİ OYUNCU
DENİZÇAKIR,RESİMDEKİ OYUNCU
DEPAR,ATLETİZMDE ÇIKIŞ
DEPO,"ANTREPO, ARDİYE"
DEPO,"ARDİYE, HAZNE"
DER,KAPI (ESKİ DİL)
DERBY,AYNI ŞEHİR TAKIMLARININ KARŞILAŞMASI
DERE,KÜÇÜK AKARSU
DERE,‘CANSU ...’ (AKTRİS)
DERECE,"RÜTBE, MERTEBE"
DERECE,TERMOMETRE
DERELİ,GİRESUN İLÇESİ
DERGAH,DERVİŞLERİN BULUNDUĞU YER
DERGAH,TEKKE
DERMAN,"GÜÇ, TAKAT"
DERMAN,"GÜÇ, TAKAT, MECAL"
DERMAN,"GÜÇ, TAKAT, MECAL."
DERNEK,CEMİYET
DERT,ÜZÜNTÜ
DERVİŞ,ALÇAK GÖNÜLLÜ
DERYA,DENİZ
DERZ,FAYANS ARASI DOLGUSU
DERİ,"CİLT, TEN"
DERİ,VÜCUDUN DIŞ YÜZÜ
DERİK,MARDİN İLÇESİ
DEST,EL (ESKİ DİL)
DESTE,AYNI CİNSTEN ONLUK BİR KÜME
DESTROYER,MUHRİP
DESTUR,İZİN VE RUHSAT ANLAMINA GELEN TASAVVUF TERİMİ
DESİNATÖR,DESEN YAPAN KİMSE
DESİSE,"HİLE, ENTRİKA"
DETAY,AYRINTI
DETONE,KUSURLU SES
DETONE,"MÜZİKTE, KUSURLU"
DETONE,"MÜZİKTE, KUSURLU OLAN"
DEV,"ÇOK BÜYÜK, ÇOK ÖNEML"
DEV,"ÇOK BÜYÜK, ÇOK ÖNEMLİ"
DEV,ÇOK İRİ
DEVA,"İLAÇ, ÇARE"
DEVALÜASYON,PARANIN ALTIN VEYA YABANCI BİR PARAYA GÖRE DEĞERİNİN DÜŞÜRÜLMESİ
DEVASA,"DEV GİBİ, ÇOK BÜYÜK"
DEVE,BİR YÜK HAYVANI
DEVE,İRİ BİR HAYVAN
DEVELİ,KAYSERİ İLÇESİ
DEYİ,LOGOS
DEİST,DEİZM YANLISI
DG,DESİGRAM (KISACA)
DHA,BİR HABER AJANSI
DHA,DEMİRÖREN HABER AJANSI
DIŞALIM,İTHALAT
DJ,DİSKJOKEY (KISALTMA)
DK,DANİMARKA' NIN PLAKASI
DK,DANİMARKA'NIN PLAKASI
DK,DANİMARKA’ NIN PLAKASI
DK,DANİMARKA’NIN PLAKASI
DM,DESİMETRE (KISACA)
DNA,GENETİK MATERYAL TAŞIYAN MOLEKÜL
DNA,KALITIMIN MADDİ TEMELİ OLAN VE KROMOZOMLARI OLUŞTURAN MADDE
DO,BİR NOTA
DODO,SOYU TÜKENMİŞ BİR KUŞ
DOHA,KATAR'IN BAŞKENTİ
DOHA,KATARIN BAŞKENTİ
DOHA,KATAR’IN BAŞKENTİ
DOK,GEMİ YAPIM YERİ
DOK,GEMİ YAPIM YERİ. GEMİLERİN YÜKLEME VE BOŞALTMA YAPMASI İÇİN RIHTIMLARLA ÇEVRİLİ HAVUZA VERİLEN AD
DOK,"GEMİLERİN YÜKÜNÜN BOŞALTILDIĞI YA DA ONARILDIĞI, ÜSTÜ ÖRTÜLÜ HAVUZ"
DOKU,HÜCRELER BÜTÜNÜ
DOKU,NESİÇ
DOKUMA,"MENSUCAT, TEKSTİL"
DOMANİÇ,KÜTAHYA İLÇESİ
DOMANİÇ,KÜTAHYA'NIN BİR İLÇESİ
DOMİNO,BİR MASA OYUNU
DOMİNO,BİR TAŞ OYUNU
DOMİNO,MASADA OYNANAN BİR TAŞ OYUNU
DON,AT KILININ RENGİ
DON,"GİYSİ, KÜLOT"
DON,"KÜLOT, GİYSİ"
DON,SUYUN BUZ TUTMASI
DONE,"VERİ, BİLGİ"
DONE,"VERİ, MUTA"
DONÖR,ORGAN VEREN KİŞİ
DORE,ALTIN RENGİ
DORU,"GÖVDESİ KIZIL KIRMIZI, AYAKLARI VE YELESİ SİYAH RENKLİ OLAN AT"
DORU,KIZIL GÖVDELİ AT
DOST,DÜŞMAN KARŞITI
DOST,GÜVENİLEN YAKIN ARKADAŞ
DOZ,BİR GÜNLÜK İLAÇ MİKTARI
DOĞAN,YIRTICI BİR KUŞ
DOĞAN,‘LATİF ...’ (TÜRKÜCÜ)
DOĞUBAYAZIT,AĞRI'NIN BİR İLÇESİ
DR,DOKTOR (KISACA)
DR,DOKTOR (KISALTMA)
DRA,BİR TÜR KUMAŞ
DRAGON,EJDERHA
DRAHOMA,HIRİSTİYANLARDA GÜVEY PARASI
DRAJE,GENELLİKLE ÇİKOLATA İLE KAPLANMIŞ KURU YEMİŞ
DRAJE,HAP
DRAJE,"ÜSTÜ ŞEKERLİ, RENKLİ VE PARLAK BİR MADDE İLE KAPLANMIŞ HAP"
DRAJE,ŞEKERLE KAPLANMIŞ HAP
DRAM,ACIKLI OLAY
DRAM,ERMENİSTAN’IN PARA BİRİMİ
DRAM,TİYATRO YAZINI
DRAMA,TİYATRO EDEBİYATI
DRAMATİK,DUYGUSAL
DREN,AKAÇ
DRENAJ,AKAÇLAMA
DREZİN,KÜÇÜK DEMİRYOLU ARABASI
DREZİN,YOL BAKIMI VE KONTROLÜ İÇİN DEMİR YOLLARINDA KULLANILAN KÜÇÜK ARABA
DRİL,BİR TÜR EL MATKABI
DRİNA,BOSNA HERSEK’TE BİR NEHİR
DRİPLİNG,TOPU KISA ARALIKLARLA VEYA YAVAŞ YAVAŞ VURARAK İLERİ GÖTÜRMEK
DSÖ,DÜNYA SAĞLIK ÖRGÜTÜ
DSİ,DEVLET SU İŞLERİ
DT,DENTİST (KISACA)
DUA,ALLAHÜ TEALAYA YALVARMA
DUA,YAKARI
DUA,YAKARIŞ
DUA,YAKARMA
DUAYEN,KIDEM BAKIMINDAN BAŞTA GELEN
DUBA,BÜYÜK ŞAMANDIRA
DUBA,KÖPRÜ KURMAK İÇİN KULLANILAN ALTI DÜZ BİR TÜR DENİZ ARACI
DUDU,PAPAĞAN
DUKA,BİR ÇEŞİT VENEDİK ALTIN AKÇESİ
DUKA,BİR ÇEŞİT VENEDİK ALTIN AKÇESİNE VERİLEN AD
DUL,EŞİ ÖLMÜŞ KİMSE
DUMA,RUS PARLAMENTOSU NUN ALT KANADI
DUMA,RUS PARLAMENTOSUNUN ALT KANADI
DUO,MÜZİKTE İKİLİ
DURU,"TEMİZ, BERRAK"
DUT,BİR MEYVE
DUYGUYETİŞ,RESİMDEKİ OYUNCU
DUYUM,İSTİHBARAT
DUYURU,"İLAN, ANONS"
DY,DİSPROSYUM'UN SİMGESİ
DY,DİSPROSYUMUN SİMGESİ
DÖNEK,"KAYPAK, CAYGIN"
DÖŞ,"BAĞIR, GÖĞÜS"
DÖŞ,KABURGA ALTI
DÖŞEME,TABAN KAPLAMASI
DÜ,DİCLE ÜNİVERSİTESİ (KISACA)
DÜ,TAVLADA 'İKİ'
DÜ,TAVLADA İKİ SAYISI
DÜET,KARŞILIKLI İKİ KİŞİ TARAFINDAN SÖYLENEN ŞARKI
DÜET,İKİ KİŞİNİN SÖYLEDİĞİ ŞARKI
DÜK,BİR SOYLULUK UNVANI
DÜN,BİR ÖNCEKİ GÜN
DÜNÜR,KARI KOCANIN BABA VE ANALARININ HER BİRİ
DÜRÜ,GELİNİN ÇEYİZİ
DÜVE,BİR YAŞINI GEÇMİŞ İNEK YAVRUSU
DÜVE,İNEK YAVRUSU
DÜZ,"YALIN, SADE, SÜSSÜZ"
DÜZİÇİ,OSMANİYE İLÇESİ
DÜŞ,RÜYA
DÜŞ,‘... İKİNDİLERİ’ (MÜMTAZ TİFTİK KİTABI)
DİA,POZİTİF FİLM
DİA,SLAYT
DİA,"SLAYT, POZİTİF FİLM"
DİANA,ESKİ ROMA’DA VAHŞİ HAYVAN VE AV TANRIÇASI
DİBA,ALTIN VE GÜMÜŞ İŞLEMELİ BİR TÜR İPEKLİ KUMAŞ. İPEKTEN SARIMTIRAK DALLI NAKIŞLARLA İŞLENMİŞ BİR TÜR BEYAZ KUMAŞ
DİBA,ALTIN İŞLEMELİ İPEK KUMAŞ
DİBEK,BÜYÜK HAVAN
DİBEK,TAŞTAN BÜYÜK HAVAN
DİCLE,"ANADOLU’DAN DOĞARAK IRAK’ TAN GEÇEN, FIRAT İLE BİRLEŞEREK ŞATTÜLARAP ADIYLA BASRA KÖRFEZİNE DÖKÜLEN NEHİR"
DİCLE,DİYARBAKIR İLÇESİ
DİCLE,DİYARBAKIR'IN BİR İLÇESİ
DİDAKTİK,ÖĞRETİCİ
DİDE,ESKİ DİLDE GÖZ
DİDE,GÖZ
DİDE,GÖZ (ESKİ DİL)
DİFANA,ÜÇ KATLI BİR BALIK AĞI
DİGOR,KARS İLÇESİ
DİGOR,KARS’IN BİR İLÇESİ
DİGOR,KARS’IN BİR İLÇESİ.
